"rep","n","setting","mech","cens","backend","method","tau","coverage","shortfall","abs_cal_err","mean_lpb","med_lpb","mean_loglpb","worst_slice","max_raw_wt","max_norm_wt","ess","wt_cv","clipfrac"
26,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.06,0.9545,0,0.0545,0.38418300578956,0.34616281337907,-1.06095248929908,0.939922480620155,72.7656523610387,52.8315440522259,10.3518911102671,4.71985068330943,NA
26,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.07,0.942,0,0.0419999999999999,0.417848584055574,0.376496719645033,-0.976952378137931,0.923449612403101,3.61470814590035,4.62964286224668,84.8371384200979,1.35521298745705,0.107843137254902
27,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,11.1558798045815,13.2430466011137,66.122625367189,1.6249992434499,NA
27,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.1,0.951,0,0.0509999999999999,0.390594628998478,0.358298257064293,-1.01874213287867,0.91,3.20349937205703,4.24262674124496,86.3534249398646,1.33668270451799,0.102040816326531
27,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,11.1558798045815,13.2430466011137,66.122625367189,1.6249992434499,NA
27,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.11,0.9435,0,0.0435,0.416133020506641,0.3817250030722,-0.955407430600835,0.898,3.20349937205703,4.24262674124496,86.3534249398646,1.33668270451799,0.102040816326531
28,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,10.0610520283468,12.3191887499128,67.644402467259,1.59957067713481,NA
28,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,3.80015382685674,5.01672590921531,80.9222815819195,1.40500311649904,0.103092783505155
28,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.11,0.9335,0,0.0335,0.406163966871853,0.388447245583535,-0.948550262300282,0.892,10.0610520283468,12.3191887499128,67.644402467259,1.59957067713481,NA
28,600,"B","C2",0.6,"weibull_cox","Clip-AIPCW",0.1,0.9425,0,0.0425,0.382775550722125,0.366079023454196,-1.00785841171095,0.9,3.80015382685674,5.01672590921531,80.9222815819195,1.40500311649904,0.103092783505155
29,600,"B","C2",0.6,"weibull_cox","H-IPCW",0.12,0.913,0,0.013,0.532213924041043,0.456978920561423,-0.76575927805591,0.893485005170631,13.6489355699707,14.2633718859186,62.0357680505382,1.69727397065704,NA
29,600,"B","C2",0.6,"weibull_cox","Clip-IPCW",0.11,0.926,0,0.026,0.503343024814332,0.432189279087777,-0.821532903877445,0.90382626680455,3.51418138085454,4.25659101636057,90.083845494765,1.29272881291765,0.105769230769231
29,600,"B","C2",0.6,"weibull_cox","H-AIPCW",0.12,0.913,0,0.013,0.532213924041043,0.456978920561423,-0.76575927805591,0.893485005170631,13.6489355699707,14.2633718859186,62.0357680505382,1.69727397065704,NA
